Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Jowar,Bihar,Winter,Chalky,Rainy,13.11,1009.3,36.2,59.1,106.1,4.81,1764.91,23138.11
Rice,Bihar,Kharif,Clay,Dry,7.15,1275.8,33.2,52.1,62.2,3.94,4111.52,29415.7
Rice,Punjab,Kharif,Chalky,Dry,49.34,777.0,30.3,88.2,403.3,2.49,5491.86,270973.97
Sugarcane,UP,Rabi,Chalky,Sunny,20.55,2497.2,16.6,63.4,87.2,0.86,87247.83,1792589.21
Soybean,Haryana,Summer,Chalky,Humid,15.51,2423.1,43.3,45.1,306.9,4.56,2650.9,41113.75
Wheat,Punjab,Summer,Peaty,Cloudy,11.05,2194.5,43.7,37.8,447.2,0.58,4343.38,47996.63
Cotton,MP,Kharif,Peaty,Dry,30.36,722.7,31.3,72.1,281.8,4.95,1719.68,52210.59
Barley,Punjab,Zaid,Loamy,Sunny,17.67,1193.2,38.5,56.3,407.3,2.92,4022.27,71091.47
Maize,Punjab,Summer,Chalky,Humid,9.78,1926.4,22.1,30.8,133.4,0.99,3708.03,36269.99
Wheat,Haryana,Kharif,Loamy,Dry,43.46,1541.1,36.5,47.9,91.6,2.34,3420.26,148661.43
Jowar,UP,Kharif,Loamy,Cloudy,27.74,1382.1,35.7,82.8,195.3,4.46,1836.92,50960.64
Groundnut,Gujarat,Winter,Silty,Humid,7.38,1918.8,16.4,91.1,370.0,0.13,3157.48,23298.93
Groundnut,Bihar,Rabi,Sandy,Rainy,39.42,1131.7,15.1,83.7,221.4,2.53,2721.71,107299.22
Bajra,Karnataka,Rabi,Loamy,Humid,42.27,1258.8,21.5,30.0,479.0,0.46,2145.61,90692.33
Rice,Bihar,Rabi,Chalky,Humid,14.84,749.1,21.4,50.8,366.8,1.17,3744.83,55579.01
Cotton,MP,Zaid,Loamy,Cloudy,12.46,356.5,24.5,40.0,277.7,3.91,1509.99,18817.73
Cotton,Karnataka,Winter,Peaty,Cloudy,34.52,919.5,16.8,72.6,54.4,2.1,1653.37,57071.31
Bajra,UP,Zaid,Peaty,Cloudy,40.9,2463.0,42.3,83.9,73.7,0.61,1599.42,65410.74
Barley,Gujarat,Kharif,Sandy,Sunny,21.84,1509.4,15.1,39.6,283.2,3.64,3571.1,78010.5
Cotton,AP,Zaid,Sandy,Cloudy,15.17,2338.2,18.7,68.9,73.7,2.29,1712.84,25990.6
Groundnut,Karnataka,Winter,Clay,Cloudy,35.53,444.3,38.3,80.6,395.5,0.66,2669.88,94853.24
Sugarcane,Karnataka,Summer,Clay,Sunny,40.44,779.2,39.7,26.4,439.8,2.55,86031.04,3478690.38
Bajra,Haryana,Zaid,Sandy,Humid,11.41,437.4,32.6,56.6,285.9,3.37,1921.87,21921.28
Sugarcane,Bihar,Summer,Chalky,Dry,31.27,705.7,28.3,87.5,110.1,1.99,73558.83,2299829.73
Wheat,Rajasthan,Rabi,Chalky,Cloudy,46.65,2173.9,20.1,52.8,258.8,3.97,6043.04,281915.42
Soybean,Punjab,Zaid,Sandy,Cloudy,41.9,2441.2,44.3,24.9,419.8,3.27,3007.6,126020.54
Rice,AP,Zaid,Loamy,Humid,38.51,1929.1,32.7,35.9,93.7,0.41,4155.61,160032.04
Jowar,Karnataka,Rabi,Sandy,Humid,46.46,1674.5,24.3,59.4,79.7,4.87,1990.5,92485.62
Rice,Bihar,Rabi,Loamy,Dry,34.28,1723.1,36.5,40.1,192.1,0.71,3758.53,128858.83
Sugarcane,Gujarat,Summer,Loamy,Dry,49.16,1336.2,41.1,75.3,275.5,2.91,89036.23,4377172.45
Soybean,Gujarat,Kharif,Peaty,Cloudy,12.54,1466.3,20.8,27.6,460.0,4.12,2885.93,36182.12
Jowar,Bihar,Kharif,Chalky,Rainy,29.33,629.2,20.6,33.8,75.7,2.98,1487.94,43642.08
Barley,Punjab,Summer,Chalky,Dry,27.3,853.3,44.8,92.5,248.3,1.38,2817.95,76922.88
Sugarcane,Rajasthan,Rabi,Sandy,Humid,6.74,498.7,35.3,84.4,483.2,3.18,105169.96,709103.42
Cotton,Karnataka,Winter,Clay,Cloudy,29.15,1622.1,38.4,72.7,425.5,0.38,2184.86,63685.37
Cotton,Punjab,Kharif,Clay,Sunny,2.13,2394.1,21.3,79.2,398.6,1.17,2783.95,5941.2
Bajra,UP,Kharif,Chalky,Rainy,48.82,711.3,21.2,76.5,164.0,4.49,1605.84,78390.9
Rice,Maharashtra,Zaid,Sandy,Humid,20.57,2463.4,23.8,42.1,209.5,2.87,6004.13,123509.97
Groundnut,Bihar,Summer,Loamy,Sunny,10.24,2378.8,21.2,66.0,150.4,2.77,2950.55,30198.93
Rice,Rajasthan,Zaid,Silty,Humid,28.94,1384.0,30.4,28.0,240.6,2.32,4553.73,131793.16
Cotton,MP,Winter,Chalky,Humid,4.8,744.8,19.9,29.3,214.7,1.22,1485.81,7125.57
Maize,Haryana,Kharif,Clay,Dry,34.74,1750.9,44.4,93.9,359.0,1.29,3295.35,114490.21
Cotton,UP,Zaid,Sandy,Sunny,42.93,2079.3,28.5,56.7,148.0,0.48,1717.11,73709.0
Bajra,Bihar,Kharif,Loamy,Dry,37.0,781.5,17.0,40.1,460.5,3.2,2221.35,82196.44
Jowar,MP,Rabi,Peaty,Dry,31.52,536.0,39.7,37.6,343.5,2.09,1323.78,41731.07
Bajra,Bihar,Rabi,Sandy,Humid,0.85,2052.6,17.3,51.0,355.5,1.26,2423.56,2056.69
Barley,Maharashtra,Rabi,Silty,Humid,7.22,2448.1,43.9,32.3,184.7,0.59,3112.74,22472.2
Jowar,Haryana,Kharif,Chalky,Rainy,49.08,1648.3,27.5,32.5,493.8,4.12,2351.45,115405.69
Jowar,Haryana,Winter,Sandy,Sunny,12.56,903.6,29.5,24.7,325.0,4.92,2143.59,26931.14
Groundnut,UP,Zaid,Peaty,Dry,23.99,2076.9,28.0,79.7,317.9,4.44,3763.37,90281.02
Rice,AP,Rabi,Silty,Cloudy,45.56,555.2,33.8,22.2,339.7,1.46,2921.56,133093.65
Barley,UP,Kharif,Sandy,Sunny,42.65,2186.7,27.2,77.2,114.7,0.14,3109.16,132616.05
Barley,Haryana,Zaid,Sandy,Cloudy,0.87,1172.2,36.5,53.2,379.5,1.24,3363.22,2924.07
Barley,Maharashtra,Rabi,Chalky,Humid,41.58,1155.9,22.7,85.0,351.2,2.3,4392.86,182664.12
Wheat,AP,Winter,Sandy,Rainy,25.62,1215.5,18.9,41.8,441.0,4.53,5473.23,140201.25
Rice,Karnataka,Winter,Peaty,Rainy,41.67,1265.4,29.6,90.1,336.7,4.5,6572.62,273883.44
Groundnut,Maharashtra,Kharif,Sandy,Dry,22.62,1989.4,21.6,32.3,232.8,4.64,3168.89,71681.11
Soybean,Karnataka,Rabi,Loamy,Cloudy,18.26,1651.6,36.4,52.2,187.9,4.81,2814.83,51394.39
Maize,Maharashtra,Kharif,Loamy,Humid,48.66,211.2,27.4,27.5,279.1,0.22,2266.17,110262.29
Soybean,UP,Zaid,Silty,Rainy,31.95,295.6,21.2,89.4,214.8,0.61,1757.89,56156.93
Maize,Gujarat,Rabi,Sandy,Cloudy,7.76,567.2,38.7,66.2,70.2,3.15,2281.98,17701.57
Groundnut,Maharashtra,Kharif,Chalky,Sunny,42.29,520.4,30.6,22.8,86.3,3.39,1736.89,73448.25
Barley,AP,Summer,Sandy,Cloudy,39.67,662.1,39.2,83.8,180.1,4.77,3661.45,145249.35
Sugarcane,AP,Summer,Loamy,Humid,13.26,1813.1,15.4,23.7,319.7,1.77,102728.55,1362184.24
Cotton,MP,Winter,Chalky,Dry,25.2,366.1,35.5,57.7,394.3,2.48,1811.23,45640.9
Maize,Rajasthan,Winter,Chalky,Cloudy,4.65,1679.0,37.9,63.9,169.8,0.25,2751.58,12788.38
Soybean,MP,Summer,Loamy,Dry,25.34,1246.4,37.6,29.9,296.1,2.78,2111.4,53508.2
Bajra,Gujarat,Summer,Clay,Sunny,36.14,432.7,33.7,46.7,405.0,1.25,1644.45,59430.07
Sugarcane,Gujarat,Kharif,Peaty,Rainy,40.21,1085.7,27.5,23.3,180.1,2.31,77494.02,3116138.11
Sugarcane,Rajasthan,Kharif,Peaty,Sunny,9.99,1291.5,25.8,46.9,288.2,2.96,88998.0,888888.02
Sugarcane,AP,Rabi,Chalky,Sunny,27.93,1552.2,43.0,74.5,463.0,4.55,118673.86,3314832.51
Jowar,Gujarat,Rabi,Silty,Rainy,47.49,901.7,20.1,54.6,188.2,0.27,1786.94,84860.61
Maize,Punjab,Summer,Sandy,Cloudy,33.78,956.1,23.3,33.8,273.9,1.45,3202.02,108170.3
Sugarcane,Karnataka,Zaid,Chalky,Humid,14.66,1862.4,43.4,88.8,312.5,2.37,98839.12,1449124.95
Jowar,Gujarat,Rabi,Peaty,Rainy,9.85,848.1,23.0,58.9,155.5,0.71,1500.45,14786.57
Jowar,Haryana,Summer,Loamy,Rainy,45.78,1335.2,28.6,22.9,377.9,2.69,1771.85,81110.63
Sugarcane,Punjab,Zaid,Silty,Cloudy,39.44,1372.4,24.0,31.3,178.1,1.94,85944.21,3389879.44
Bajra,MP,Rabi,Silty,Humid,20.82,2346.3,34.1,80.1,259.9,1.87,2842.27,59175.15
Barley,Haryana,Zaid,Chalky,Dry,8.82,1378.2,29.6,66.9,475.8,2.94,4072.5,35926.97
Barley,Maharashtra,Zaid,Silty,Sunny,37.41,2489.9,35.0,57.0,465.4,0.18,4238.72,158564.71
Groundnut,Gujarat,Winter,Chalky,Humid,20.67,2469.1,16.7,30.7,73.8,3.17,3618.73,74787.27
Maize,Haryana,Summer,Silty,Humid,16.28,1565.0,21.3,28.7,486.6,0.21,4566.72,74352.9
Rice,Haryana,Zaid,Peaty,Cloudy,5.08,432.2,21.0,95.0,51.0,3.23,3568.47,18126.3
Bajra,Bihar,Summer,Loamy,Dry,13.3,975.6,27.1,23.8,273.4,0.7,1961.31,26082.6
Barley,Maharashtra,Zaid,Silty,Humid,5.69,816.3,30.6,62.4,56.9,3.92,2416.47,13748.18
Groundnut,Haryana,Summer,Peaty,Dry,47.82,361.9,25.6,57.7,272.0,0.12,1889.2,90336.24
Bajra,Gujarat,Summer,Sandy,Cloudy,43.41,2256.1,42.6,27.1,294.9,3.73,2336.23,101410.15
Bajra,Rajasthan,Summer,Clay,Humid,23.46,600.1,25.1,21.4,230.1,2.79,2032.22,47672.94
Sugarcane,UP,Kharif,Loamy,Rainy,42.65,560.2,44.2,83.2,275.4,4.91,78103.51,3331199.86
Wheat,Punjab,Rabi,Clay,Dry,41.86,2411.7,38.3,66.6,323.1,4.26,5076.87,212513.83
Barley,Punjab,Zaid,Chalky,Cloudy,35.82,677.3,32.1,85.1,244.5,4.84,3039.34,108879.83
Maize,Haryana,Winter,Sandy,Humid,44.12,1005.4,17.5,74.3,190.2,3.94,3466.7,152957.38
Barley,Karnataka,Zaid,Loamy,Sunny,28.5,1359.0,15.4,47.2,320.5,4.26,3674.12,104702.91
Soybean,Punjab,Kharif,Chalky,Sunny,36.31,1527.5,34.4,22.2,328.1,2.6,2582.6,93786.91
Rice,Rajasthan,Kharif,Silty,Rainy,47.56,1140.0,29.0,24.0,66.9,3.61,3944.47,187606.26
Bajra,Gujarat,Kharif,Peaty,Humid,5.71,1745.6,34.1,80.4,421.4,4.35,3726.17,21270.34
Barley,AP,Rabi,Clay,Dry,26.15,286.3,32.1,89.1,485.8,2.75,3787.71,99053.16
Groundnut,Punjab,Kharif,Silty,Humid,27.31,1647.7,22.7,80.1,334.5,2.57,3539.63,96663.8
Rice,Maharashtra,Rabi,Silty,Humid,17.25,2351.7,42.4,35.7,67.7,3.73,4102.24,70760.33
Jowar,AP,Zaid,Loamy,Cloudy,14.35,1499.4,17.6,51.0,387.6,3.5,2348.26,33693.89
Bajra,Bihar,Zaid,Silty,Humid,22.3,1462.2,38.9,63.7,482.1,3.34,2383.51,53148.68
Soybean,MP,Winter,Chalky,Sunny,2.87,1010.1,40.7,49.7,139.6,2.18,1738.05,4979.83
Jowar,MP,Rabi,Sandy,Humid,3.38,803.2,28.1,31.8,476.4,3.86,2196.08,7428.84
Soybean,Maharashtra,Rabi,Loamy,Sunny,38.85,1492.9,31.6,28.6,106.8,2.69,1680.2,65267.75
Soybean,AP,Summer,Loamy,Cloudy,7.63,2498.8,33.7,52.3,179.7,3.06,2626.6,20036.09
Barley,UP,Kharif,Peaty,Dry,11.9,1776.0,44.5,71.8,447.4,4.75,3974.74,47317.49
Maize,Punjab,Rabi,Silty,Dry,38.43,1713.3,39.7,68.6,486.0,3.6,4632.21,178036.22
Barley,Gujarat,Summer,Peaty,Dry,29.83,1309.7,33.7,20.8,137.7,2.51,2958.68,88252.82
Wheat,Punjab,Zaid,Silty,Sunny,30.39,887.5,27.3,36.3,484.7,0.74,4171.23,126754.32
Bajra,AP,Winter,Clay,Sunny,23.99,222.9,17.5,80.6,397.2,4.58,2115.88,50750.41
Groundnut,AP,Rabi,Loamy,Dry,10.73,2210.5,15.9,26.8,434.6,3.19,3353.86,35983.06
Jowar,Haryana,Rabi,Loamy,Humid,48.01,1755.2,42.2,74.7,381.0,0.49,1949.87,93611.74
Barley,Rajasthan,Winter,Chalky,Rainy,45.13,2330.2,15.3,25.7,162.7,3.38,3416.86,154205.4
Maize,Rajasthan,Rabi,Silty,Sunny,48.38,817.8,29.8,26.5,301.6,2.56,3638.05,176018.62
Wheat,Punjab,Summer,Sandy,Cloudy,16.21,1312.5,23.8,39.4,61.7,1.5,3554.87,57609.58
Rice,Haryana,Winter,Peaty,Sunny,29.06,556.1,25.7,72.3,302.1,1.99,4219.19,122602.57
Jowar,Gujarat,Summer,Sandy,Sunny,44.12,379.1,36.2,89.0,171.8,1.92,1510.46,66645.01
Rice,Haryana,Summer,Sandy,Rainy,22.16,981.3,36.6,41.5,162.4,1.85,3549.14,78661.42
Barley,UP,Zaid,Loamy,Sunny,13.98,470.3,22.6,89.1,311.7,2.71,2794.1,39060.48
Jowar,Bihar,Rabi,Clay,Rainy,6.89,1434.8,43.1,43.1,441.3,3.84,2203.27,15177.72
Sugarcane,Karnataka,Kharif,Peaty,Rainy,33.31,1557.4,27.7,35.1,187.6,2.67,100076.96,3333352.76
Rice,Karnataka,Summer,Silty,Rainy,34.8,1478.5,36.0,50.9,112.3,3.36,4240.24,147549.74
Wheat,AP,Rabi,Clay,Sunny,13.17,1136.3,35.3,37.0,320.9,3.52,4104.6,54039.83
Cotton,Haryana,Rabi,Silty,Sunny,21.83,655.4,28.1,50.7,243.0,2.97,1614.9,35255.88
Bajra,Punjab,Rabi,Peaty,Dry,28.83,1216.3,25.4,76.0,452.1,3.81,3150.01,90808.71
Wheat,Maharashtra,Kharif,Clay,Humid,2.56,2110.5,32.1,65.6,285.4,4.38,4915.15,12589.56
Wheat,UP,Kharif,Peaty,Sunny,1.37,1389.1,30.9,50.1,183.8,3.44,4326.44,5942.09
Bajra,Bihar,Summer,Peaty,Rainy,37.17,1722.3,25.7,80.7,182.6,2.9,2222.44,82616.44
Groundnut,Karnataka,Zaid,Silty,Sunny,23.24,2081.3,42.9,60.9,347.7,4.53,3334.12,77477.09
Soybean,AP,Summer,Sandy,Rainy,21.05,405.5,28.1,37.3,181.0,3.88,1866.98,39295.9
Sugarcane,Punjab,Winter,Loamy,Dry,28.97,2009.1,15.5,61.2,436.0,2.42,102795.29,2977566.88
Sugarcane,Haryana,Winter,Silty,Sunny,44.48,1216.4,19.3,77.3,405.5,3.23,106943.49,4757102.93
Groundnut,Bihar,Rabi,Chalky,Sunny,34.12,370.4,44.8,50.6,179.3,2.83,1795.65,61265.78
Groundnut,Rajasthan,Kharif,Silty,Cloudy,9.29,2304.9,29.0,24.7,319.2,3.05,3427.17,31835.34
Sugarcane,Bihar,Kharif,Sandy,Dry,48.77,734.3,41.4,44.6,100.8,4.36,59166.32,2885353.2
Maize,Haryana,Rabi,Peaty,Dry,29.61,518.1,27.8,61.4,319.5,1.44,3435.44,101733.98
Cotton,Punjab,Kharif,Sandy,Rainy,27.75,2099.5,24.1,49.9,192.6,2.39,2048.27,56843.57
Rice,Bihar,Winter,Sandy,Cloudy,18.58,1431.5,38.7,81.4,481.1,4.14,5641.24,104807.42
Wheat,MP,Kharif,Chalky,Cloudy,40.47,1370.0,16.6,60.2,471.1,3.03,5342.09,216210.65
Wheat,Haryana,Rabi,Loamy,Rainy,3.47,1390.5,18.7,92.2,180.5,4.28,4800.58,16640.23
Sugarcane,Haryana,Rabi,Silty,Dry,19.82,444.0,35.1,41.7,313.5,3.0,84304.17,1670845.56
Jowar,AP,Zaid,Peaty,Rainy,22.72,1577.7,17.2,37.0,469.2,4.55,2554.23,58027.25
Maize,Rajasthan,Winter,Clay,Cloudy,45.52,1657.9,17.2,88.2,481.0,0.48,3595.69,163692.26
Jowar,UP,Rabi,Sandy,Sunny,21.66,1885.5,25.1,44.6,178.2,2.44,2003.82,43405.97
Soybean,Maharashtra,Rabi,Peaty,Humid,38.48,673.5,24.7,54.9,474.4,4.67,2719.32,104634.26
Maize,Rajasthan,Zaid,Sandy,Dry,45.09,2339.0,26.5,56.9,453.3,4.05,5055.18,227926.15
Bajra,UP,Rabi,Sandy,Sunny,43.01,1646.4,37.9,77.4,210.3,1.44,1857.5,79895.81
Sugarcane,MP,Winter,Silty,Cloudy,11.16,871.3,20.2,48.5,459.9,3.12,114375.57,1276463.87
Sugarcane,MP,Summer,Silty,Humid,27.7,1709.2,26.5,41.1,374.9,4.32,121216.44,3357297.3
Bajra,Bihar,Zaid,Loamy,Sunny,28.68,1080.3,37.7,42.9,316.8,2.73,2345.31,67268.34
Cotton,Haryana,Kharif,Clay,Dry,12.53,2289.2,17.8,55.1,449.4,3.24,2300.45,28815.0
Rice,Haryana,Kharif,Loamy,Cloudy,15.26,490.9,40.3,47.2,347.2,2.41,3454.81,52714.96
Cotton,Rajasthan,Kharif,Sandy,Humid,18.0,504.7,35.2,58.2,374.5,1.83,1667.44,30017.2
Sugarcane,MP,Kharif,Chalky,Dry,40.21,1002.2,35.8,32.0,453.3,2.08,71930.01,2892237.22
Wheat,AP,Rabi,Loamy,Sunny,31.26,289.2,20.6,82.3,395.0,1.82,4216.03,131812.58
Sugarcane,UP,Summer,Silty,Dry,1.27,583.6,33.2,73.2,59.5,0.28,45945.96,58221.02
Maize,Punjab,Kharif,Silty,Humid,15.83,2175.1,36.0,50.1,84.3,3.69,3783.55,59900.43
Wheat,MP,Summer,Peaty,Dry,13.67,1558.9,30.2,21.3,469.7,0.48,3856.66,52713.04
Maize,Punjab,Kharif,Silty,Sunny,24.61,2220.0,30.8,89.7,267.7,2.5,4693.22,115502.95
Rice,Bihar,Rabi,Sandy,Sunny,14.55,1204.1,34.0,53.8,202.0,2.0,3907.41,56834.88
Wheat,AP,Rabi,Loamy,Cloudy,18.57,1194.6,33.7,25.6,276.7,0.99,4220.09,78366.53
Rice,Haryana,Kharif,Sandy,Humid,32.58,242.2,34.6,66.4,189.4,0.52,3412.21,111173.52
Jowar,Punjab,Summer,Silty,Sunny,2.64,912.1,24.6,82.9,344.4,1.45,1831.24,4828.84
Groundnut,Bihar,Kharif,Sandy,Rainy,44.13,1156.6,36.6,88.9,233.6,1.04,2309.51,101927.09
Cotton,Rajasthan,Summer,Chalky,Humid,1.03,1812.3,18.4,78.0,271.3,3.94,2200.44,2276.4
Rice,Haryana,Kharif,Peaty,Sunny,47.28,850.1,28.8,70.3,123.0,2.48,3931.18,185880.15
Bajra,Rajasthan,Kharif,Loamy,Dry,49.21,1893.4,38.2,69.2,262.2,2.9,2266.89,111562.35
Barley,Punjab,Winter,Peaty,Dry,15.66,1707.9,22.2,41.0,419.2,2.96,4068.34,63696.79
Maize,Maharashtra,Summer,Loamy,Sunny,36.98,361.2,40.9,57.5,247.3,3.09,2498.33,92399.76
Bajra,UP,Winter,Chalky,Cloudy,19.23,1924.4,17.9,55.7,496.3,3.88,3054.66,58735.55
Cotton,MP,Winter,Sandy,Sunny,20.77,1994.2,38.1,37.1,465.0,3.0,2387.58,49597.74
Bajra,Haryana,Zaid,Loamy,Sunny,25.49,605.7,39.4,60.6,109.0,3.85,1170.69,29845.83
Barley,Gujarat,Rabi,Peaty,Cloudy,31.98,2212.5,17.5,88.6,182.0,2.5,4451.69,142360.52
Cotton,AP,Rabi,Sandy,Sunny,13.73,1371.0,19.4,65.9,304.6,3.6,2137.91,29346.79
Cotton,Bihar,Kharif,Loamy,Dry,44.81,2435.7,40.8,28.3,476.3,2.17,2352.24,105396.31
Bajra,Rajasthan,Zaid,Clay,Humid,30.85,2198.2,34.9,52.6,418.7,4.54,2824.82,87151.22
Groundnut,Maharashtra,Rabi,Silty,Cloudy,2.83,1737.7,40.9,32.2,415.6,4.28,3185.7,9014.04
Soybean,Punjab,Rabi,Loamy,Cloudy,3.0,300.9,36.6,53.3,165.3,1.03,1598.62,4796.06
Soybean,Haryana,Winter,Peaty,Dry,22.67,1225.0,41.9,29.5,105.5,0.82,1423.47,32275.27
Rice,Bihar,Kharif,Clay,Sunny,5.68,2226.3,30.8,81.9,435.5,4.65,8487.26,48172.49
Rice,Gujarat,Summer,Clay,Dry,4.36,444.1,29.8,32.1,490.2,0.88,3227.41,14073.74
Wheat,MP,Kharif,Clay,Humid,18.99,1740.9,17.2,39.3,371.3,2.45,4602.38,87400.28
Rice,Punjab,Winter,Sandy,Rainy,15.51,1033.9,17.0,94.2,67.7,3.31,4169.09,64672.63
Soybean,UP,Kharif,Silty,Sunny,10.09,693.5,37.1,34.2,308.1,1.15,1821.21,18380.69
Jowar,Maharashtra,Winter,Loamy,Cloudy,4.5,2483.4,38.5,89.1,137.8,4.81,2144.6,9640.11
Soybean,UP,Kharif,Peaty,Dry,23.02,1282.8,36.2,90.5,198.2,0.31,1783.11,41047.4
Cotton,MP,Rabi,Chalky,Sunny,34.1,605.0,36.5,72.9,155.4,1.42,1273.03,43410.36
Wheat,Rajasthan,Winter,Clay,Dry,29.17,634.9,42.0,70.6,335.0,0.59,3783.75,110360.34
Bajra,AP,Kharif,Chalky,Sunny,8.6,1034.4,22.5,71.3,357.7,2.56,2448.48,21053.58
Wheat,Punjab,Rabi,Sandy,Cloudy,44.8,255.7,25.5,74.1,86.0,1.0,3056.0,136896.58
Sugarcane,Bihar,Zaid,Loamy,Sunny,34.46,774.8,17.0,71.8,307.6,2.08,74945.78,2582496.49
Cotton,Punjab,Rabi,Loamy,Sunny,4.93,1197.7,25.7,58.7,187.2,3.47,1874.02,9241.26
Cotton,Bihar,Winter,Loamy,Sunny,31.0,1220.9,20.6,69.0,116.8,2.82,2087.32,64716.51
Bajra,UP,Rabi,Sandy,Sunny,9.58,1192.8,39.5,83.2,284.2,4.32,2212.62,21193.69
Jowar,Bihar,Summer,Clay,Dry,38.88,1236.6,37.6,91.7,397.4,4.23,2036.67,79183.59
Sugarcane,Rajasthan,Winter,Loamy,Rainy,23.2,1757.0,29.9,27.0,180.8,4.92,102124.22,2369605.55
Cotton,Karnataka,Zaid,Chalky,Sunny,18.68,2301.8,26.0,48.0,222.6,4.2,2791.86,52152.62
Rice,Karnataka,Winter,Clay,Dry,15.77,246.1,32.5,72.4,434.2,0.79,4647.17,73282.35
Jowar,Haryana,Zaid,Chalky,Cloudy,3.18,1868.6,17.4,73.7,162.3,4.4,2119.11,6746.13
Groundnut,Gujarat,Summer,Peaty,Rainy,30.38,1358.3,41.0,91.5,232.2,2.58,2934.16,89132.29
Sugarcane,Karnataka,Kharif,Clay,Dry,28.06,2376.7,27.4,44.5,323.0,4.66,143650.5,4031193.5
Cotton,Bihar,Summer,Sandy,Sunny,39.3,946.6,36.6,69.3,481.6,4.66,2420.74,95145.92
Maize,Gujarat,Kharif,Sandy,Rainy,42.38,1183.3,23.2,48.8,426.2,0.83,3714.13,157387.37
Sugarcane,Rajasthan,Rabi,Silty,Dry,14.97,2212.3,38.2,51.3,386.8,4.81,83183.45,1245634.48
Rice,MP,Kharif,Silty,Humid,35.34,2375.0,27.3,69.6,259.2,3.19,5206.68,184029.52
Cotton,Maharashtra,Rabi,Peaty,Cloudy,6.11,1857.4,30.0,87.1,463.9,0.37,2427.5,14838.51
Soybean,MP,Rabi,Silty,Cloudy,27.34,540.6,37.4,20.6,125.9,2.95,1647.09,45037.69
Cotton,Karnataka,Zaid,Clay,Dry,0.56,476.4,31.0,70.6,237.9,3.68,1809.21,1019.63
Rice,AP,Summer,Clay,Sunny,2.87,2155.4,44.9,86.5,414.7,1.93,5706.98,16367.74
Groundnut,Maharashtra,Rabi,Loamy,Rainy,15.97,2303.2,40.2,83.6,397.2,4.42,3597.06,57448.29
Jowar,Rajasthan,Zaid,Peaty,Dry,42.11,1287.6,16.2,67.9,72.8,4.64,1545.41,65076.82
Maize,Karnataka,Kharif,Loamy,Sunny,32.71,2246.3,28.2,87.6,387.8,2.49,5372.59,175710.62
Rice,UP,Zaid,Sandy,Dry,2.67,951.2,33.7,24.2,60.7,2.31,2948.69,7874.23
Sugarcane,Punjab,Kharif,Chalky,Humid,16.32,1561.2,17.2,31.1,83.0,4.08,65033.38,1061323.72
Rice,Maharashtra,Summer,Clay,Humid,33.63,1297.1,34.3,22.9,329.7,3.91,3613.41,121535.4
Jowar,Bihar,Winter,Loamy,Rainy,43.61,987.4,38.1,62.1,447.3,2.69,1903.51,83017.69
Barley,Punjab,Rabi,Silty,Rainy,48.25,369.2,16.6,90.3,288.4,3.11,2813.4,135752.69
Groundnut,Punjab,Zaid,Sandy,Cloudy,31.23,1853.7,32.1,75.4,113.7,4.42,3048.39,95202.71
Rice,Bihar,Zaid,Clay,Cloudy,44.93,808.7,36.3,27.5,65.1,2.85,3407.53,153098.09
Maize,Rajasthan,Summer,Peaty,Cloudy,2.15,1043.5,22.1,53.5,82.6,4.78,3531.9,7609.89
Soybean,UP,Rabi,Sandy,Dry,27.93,2340.9,15.2,76.1,456.4,0.78,2983.5,83316.79
Groundnut,Gujarat,Zaid,Loamy,Humid,9.39,2407.1,26.6,45.6,443.6,2.86,3829.48,35968.14
Bajra,Gujarat,Zaid,Loamy,Humid,4.4,1588.6,19.9,75.2,185.6,2.37,1888.2,8299.74
Wheat,Rajasthan,Kharif,Sandy,Humid,22.57,2075.3,41.7,59.0,304.3,3.38,4759.57,107404.75
Jowar,MP,Rabi,Chalky,Rainy,1.22,386.2,32.3,90.2,440.0,4.91,2370.82,2891.07
Maize,Karnataka,Winter,Clay,Dry,12.82,946.2,25.0,21.9,203.5,4.04,3491.93,44776.05
Maize,Haryana,Winter,Chalky,Rainy,31.81,863.1,34.2,41.5,182.1,2.06,2882.64,91689.17
Sugarcane,Punjab,Zaid,Clay,Cloudy,21.73,1700.2,36.8,20.1,471.6,0.91,105794.41,2298904.93
Groundnut,Rajasthan,Kharif,Peaty,Dry,33.69,932.2,26.4,94.3,161.4,2.58,2639.23,88920.2
Groundnut,Haryana,Zaid,Clay,Humid,21.86,728.8,30.5,39.0,473.2,4.54,3453.39,75489.93
Wheat,Karnataka,Rabi,Clay,Rainy,22.86,2170.5,43.3,45.2,302.3,0.57,3758.83,85912.37
Cotton,UP,Winter,Peaty,Sunny,30.48,1791.3,26.5,85.2,305.7,2.25,2115.3,64478.66
Maize,UP,Rabi,Loamy,Dry,43.39,276.6,42.4,28.9,340.6,1.33,2529.77,109761.96
Sugarcane,Gujarat,Rabi,Sandy,Dry,7.25,652.4,16.7,34.9,54.1,3.17,71204.73,516260.61
Soybean,Haryana,Summer,Silty,Rainy,17.62,1023.0,15.3,82.9,64.4,4.71,2061.28,36316.66
Wheat,MP,Summer,Silty,Sunny,21.09,1917.3,17.8,58.4,303.9,2.52,5268.92,111129.43
